"","carat","cut","color","clarity","depth","table","price","x","y","z"
"11836",1,"Premium","D","SI1",62.2,58,5096,6.28,6.23,3.89
"11837",1,"Good","D","SI1",60.4,64,5096,6.39,6.3,3.83
"11838",1,"Ideal","G","SI1",63,55,5096,6.42,6.41,4.04
"11839",1.2,"Premium","I","SI1",61.4,57,5098,6.87,6.8,4.2
"11840",1.09,"Premium","G","VS2",62.1,57,5098,6.6,6.55,4.08
"11841",1.22,"Ideal","H","SI2",61,57,5099,6.89,6.95,4.22
"11842",1.01,"Ideal","I","VS2",62,54,5099,6.43,6.47,4
"11843",1.02,"Premium","H","VS2",61.8,58,5100,6.49,6.43,3.99
"11844",1.31,"Very Good","J","SI2",61.8,59,5100,6.96,7.02,4.32
"11845",1.13,"Premium","H","SI1",62.3,58,5101,6.67,6.68,4.16
"11846",0.95,"Very Good","D","SI1",63.7,55,5101,6.2,6.24,3.96
"11847",1.05,"Ideal","I","VS1",61.5,55,5101,6.56,6.61,4.05
"11848",1.03,"Premium","E","SI1",61.3,60,5101,6.53,6.51,4
"11849",0.91,"Premium","E","VS1",60.6,58,5101,6.32,6.25,3.81
"11850",1.04,"Premium","H","VVS1",60.4,58,5102,6.58,6.53,3.96
"11851",0.9,"Very Good","G","VVS2",59.8,60,5102,6.23,6.28,3.74
"11852",0.9,"Very Good","E","VS1",60.7,61,5102,6.21,6.24,3.78
"11853",1.04,"Ideal","H","SI1",62.3,57,5102,6.45,6.48,4.03
"11854",1.11,"Ideal","H","SI1",62,56,5102,6.65,6.61,4.11
"11855",1.11,"Premium","H","SI1",62.1,58,5102,6.6,6.57,4.09
"11856",1.07,"Ideal","I","VS1",62.2,58,5103,6.52,6.57,4.07
"11857",1.36,"Premium","H","SI2",60.1,56,5103,7.23,7.18,4.38
"11858",1.03,"Premium","I","VS1",60.4,59,5104,6.57,6.51,3.95
"11859",1.05,"Ideal","D","SI1",60,55,5104,6.66,6.61,3.98
"11860",1.04,"Ideal","I","VS2",61.5,57,5105,6.49,6.52,4
"11861",1.03,"Premium","G","SI1",60.5,60,5105,6.52,6.48,3.93
"11862",1.03,"Ideal","D","SI2",61.8,54,5105,6.52,6.46,4.01
"11863",1.03,"Premium","H","SI1",59.2,60,5105,6.62,6.58,3.91
"11864",1.08,"Ideal","F","SI1",62.9,57,5106,6.54,6.53,4.11
"11865",1.34,"Fair","G","SI2",64.7,55,5106,7.03,6.97,4.53
"11866",1.01,"Very Good","F","SI1",63.2,56,5107,6.32,6.37,4.01
"11867",1.01,"Very Good","F","SI1",62,56,5107,6.41,6.47,3.99
"11868",1.12,"Premium","D","SI2",58.2,60,5107,6.9,6.81,3.99
"11869",1.16,"Ideal","I","SI1",62.4,57,5107,6.71,6.75,4.2
"11870",1.01,"Ideal","G","SI1",62.9,56,5107,6.39,6.43,4.03
"11871",1.26,"Premium","J","VS2",62.5,58,5107,6.92,6.9,4.32
"11872",1.2,"Premium","J","VS1",59.1,61,5107,7,6.94,4.12
"11873",1.2,"Ideal","I","SI1",62.5,57,5107,6.77,6.71,4.21
"11874",1.2,"Very Good","I","VVS2",61.7,63,5107,6.72,6.7,4.13
"11875",1.5,"Good","J","SI2",63.7,58,5107,7.19,7.13,4.56
"11876",1.07,"Ideal","H","VS2",61.8,56,5108,6.52,6.55,4.04
"11877",1.05,"Ideal","D","SI2",61.9,56,5110,6.5,6.53,4.03
"11878",1.25,"Good","J","SI1",63.6,57,5110,6.86,6.81,4.35
"11879",0.95,"Very Good","G","VS1",61.7,58,5111,6.26,6.34,3.89
"11880",1.21,"Very Good","I","SI2",62,56,5111,6.79,6.86,4.23
"11881",1.03,"Ideal","G","SI1",60.1,59,5111,6.6,6.57,3.96
"11882",1.08,"Premium","H","VS1",62.5,60,5111,6.55,6.51,4.08
"11883",1.17,"Ideal","H","SI2",62.3,57,5111,6.78,6.74,4.21
"11884",0.99,"Very Good","F","SI1",62.5,58,5112,6.36,6.38,3.98
"11885",0.87,"Ideal","E","SI1",61.5,57,5112,6.12,6.15,3.77
"11886",1.06,"Premium","G","SI1",62.2,57,5113,6.53,6.47,4.04
"11887",1,"Very Good","E","SI1",63.3,57,5113,6.28,6.32,3.99
"11888",1.01,"Good","G","SI1",63.7,60,5113,6.32,6.28,4.01
"11889",1.01,"Very Good","G","SI1",63.2,59,5113,6.36,6.32,4.01
"11890",1.06,"Premium","G","SI1",61.5,59,5113,6.57,6.53,4.03
"11891",1.26,"Premium","J","SI1",61.7,58,5114,6.91,6.99,4.29
"11892",1.2,"Very Good","H","SI1",63.3,57,5114,6.75,6.7,4.26
"11893",1.02,"Ideal","F","SI2",62.9,58,5115,6.34,6.42,4.01
"11894",1.2,"Very Good","G","SI2",62.6,60,5116,6.68,6.74,4.2
"11895",1.2,"Very Good","G","SI2",59.7,59,5116,6.89,6.94,4.13
"11896",1.06,"Ideal","I","VS2",61.4,55,5116,6.59,6.61,4.05
"11897",0.9,"Premium","E","VS1",62.1,59,5116,6.15,6.09,3.8
"11898",1.01,"Very Good","G","VS2",62.8,58,5119,6.35,6.42,4.01
"11899",1,"Very Good","F","SI1",60.5,60,5119,6.38,6.45,3.88
"11900",1.12,"Premium","I","VS2",61.9,58,5119,6.68,6.63,4.12
"11901",1.13,"Ideal","E","SI2",61.8,57,5120,6.68,6.65,4.12
"11902",1.01,"Premium","H","VS2",62.1,57,5120,6.45,6.39,3.99
"11903",1.15,"Premium","I","VS2",62.6,56,5120,6.74,6.67,4.2
"11904",1.15,"Premium","F","SI2",61.1,57,5120,6.82,6.77,4.15
"11905",1,"Very Good","H","VS2",62.9,57,5121,6.31,6.35,3.98
"11906",1.27,"Premium","J","SI1",61.8,58,5121,6.97,6.91,4.29
"11907",0.9,"Very Good","F","SI1",62.3,57,5122,6.13,6.16,3.83
"11908",1,"Very Good","F","SI1",63.5,56,5122,6.28,6.35,4.01
"11909",1.01,"Very Good","D","SI1",62.2,58,5122,6.36,6.4,3.97
"11910",0.9,"Ideal","F","SI1",61,56,5122,6.17,6.19,3.77
"11911",1.01,"Fair","D","SI1",66.2,56,5122,6.05,6.1,4.02
"11912",1.15,"Premium","I","SI2",61.3,57.3,5123,6.71,6.78,4.13
"11913",0.9,"Very Good","D","SI1",62.3,53,5123,6.2,6.22,3.87
"11914",1.07,"Premium","H","SI1",60,60,5123,6.65,6.61,3.98
"11915",1.07,"Premium","H","SI1",61.5,57,5123,6.63,6.55,4.05
"11916",1.07,"Premium","H","SI1",60.4,59,5123,6.65,6.62,4.01
"11917",1.07,"Ideal","H","SI1",60.9,57,5123,6.68,6.61,4.05
"11918",1.21,"Ideal","I","SI1",62.4,55,5124,6.78,6.81,4.24
"11919",1.16,"Ideal","J","SI1",61.8,55,5124,6.75,6.78,4.18
"11920",1.3,"Good","J","SI2",62.9,56,5124,6.9,6.94,4.35
"11921",1.22,"Ideal","I","SI1",62.5,56,5124,6.82,6.79,4.25
"11922",1.09,"Ideal","H","SI1",62.3,55,5125,6.58,6.61,4.11
"11923",1.09,"Ideal","H","SI1",61.1,57,5125,6.6,6.69,4.1
"11924",1.09,"Ideal","H","SI1",62.5,56,5125,6.53,6.58,4.1
"11925",1.09,"Ideal","H","SI1",61.1,57,5125,6.62,6.71,4.07
"11926",1.15,"Ideal","J","VS2",60.7,55,5125,6.77,6.83,4.13
"11927",1.04,"Ideal","E","SI2",61.9,57,5125,6.48,6.51,4.02
"11928",1.24,"Ideal","J","SI1",61.9,56,5125,6.95,6.88,4.28
"11929",1.01,"Ideal","H","SI1",62.6,55,5126,6.41,6.44,4.02
"11930",0.93,"Ideal","G","SI1",60.1,57,5126,6.33,6.41,3.83
"11931",1.05,"Ideal","G","SI2",62.7,57,5127,6.45,6.51,4.06
"11932",1.11,"Ideal","G","SI1",62,57,5127,6.69,6.61,4.12
"11933",1.09,"Premium","E","SI2",60.9,59,5127,6.75,6.61,4.07
"11934",1.09,"Ideal","E","SI2",61.6,55,5127,6.64,6.6,4.08
"11935",1.09,"Ideal","E","SI2",61.9,55,5127,6.64,6.6,4.1
"11936",1.09,"Premium","E","SI2",61.4,58,5127,6.67,6.63,4.08
"11937",1.24,"Premium","J","VS2",62,58,5128,6.87,6.91,4.27
"11938",1.05,"Ideal","H","SI1",62.4,57,5128,6.49,6.52,4.06
"11939",1.03,"Premium","H","SI1",62.5,59,5129,6.46,6.41,4.02
"11940",1.09,"Very Good","H","SI1",60.6,60,5131,6.61,6.68,4.03
"11941",1.02,"Very Good","H","SI1",59.9,58,5131,6.57,6.66,3.96
"11942",1.01,"Premium","G","VS2",61.2,59,5131,6.43,6.37,3.92
"11943",1.01,"Fair","F","SI1",65,61,5131,6.29,6.23,4.07
"11944",1.1,"Good","H","SI1",63.6,58,5131,6.55,6.5,4.15
"11945",1.01,"Good","E","SI1",63.6,60,5132,6.32,6.38,4.04
"11946",1.01,"Good","E","SI1",63.7,58,5132,6.32,6.36,4.04
"11947",1.01,"Very Good","D","SI1",61.5,54,5132,6.4,6.47,3.96
"11948",1.01,"Good","E","SI1",63.4,60,5132,6.3,6.34,4.01
"11949",1.01,"Very Good","E","SI1",58.2,59,5132,6.54,6.59,3.82
"11950",1.01,"Very Good","E","SI1",62.8,60,5132,6.38,6.39,4.01
"11951",1.01,"Ideal","E","SI1",61.8,56,5132,6.46,6.51,4.01
"11952",1.13,"Premium","D","SI2",60.9,59,5133,6.65,6.72,4.07
"11953",1.11,"Premium","D","SI2",61.3,60,5134,6.6,6.54,4.03
"11954",1.05,"Premium","D","SI2",58.9,58,5134,6.74,6.67,3.95
"11955",1.03,"Premium","H","SI1",59.5,58,5134,6.64,6.58,3.93
"11956",1.11,"Premium","D","SI2",59.9,57,5134,6.74,6.72,4.03
"11957",1.14,"Premium","F","SI1",62.5,59,5135,6.65,6.67,4.16
"11958",0.9,"Very Good","G","VS1",61.4,57,5135,6.2,6.24,3.82
"11959",1.21,"Very Good","J","VS2",62.2,59,5136,6.79,6.84,4.24
"11960",1.16,"Premium","D","SI2",62.5,60,5136,6.7,6.64,4.17
"11961",1.04,"Very Good","F","SI1",63.4,59,5137,6.44,6.4,4.07
"11962",1.08,"Premium","D","SI2",62.1,58,5138,6.62,6.59,4.1
"11963",1.01,"Premium","G","SI1",62.3,59,5139,6.38,6.3,3.95
"11964",1,"Very Good","H","VS2",63.3,53,5139,0,0,0
"11965",1.15,"Premium","H","SI1",60.9,57,5139,6.8,6.72,4.12
"11966",1,"Premium","H","VS2",59.7,59,5139,6.57,6.52,3.91
"11967",1,"Ideal","H","VS2",62.5,56,5139,6.41,6.33,3.98
"11968",1.33,"Fair","F","SI2",64.5,58,5139,6.97,6.86,4.46
"11969",1.05,"Premium","H","SI1",60.2,62,5139,6.57,6.52,3.94
"11970",1.14,"Premium","G","SI2",60.9,56,5139,6.8,6.73,4.12
"11971",1.2,"Very Good","J","VS2",59.9,60,5140,6.98,6.95,4.17
"11972",1.01,"Ideal","F","SI1",62.3,55,5140,6.37,6.44,3.99
"11973",1.21,"Premium","H","SI2",60.6,56,5140,6.92,6.84,4.17
"11974",1.3,"Premium","J","SI2",61.1,61,5140,7,6.95,4.26
"11975",1.5,"Very Good","J","I1",63.3,58,5141,7.27,7.23,4.59
"11976",1.2,"Good","G","SI2",63.6,54,5141,6.75,6.71,4.28
"11977",1.2,"Premium","I","SI2",62.7,58,5141,6.82,6.76,4.26
"11978",0.9,"Ideal","F","VS2",61.6,57,5141,6.21,6.16,3.81
"11979",1.08,"Ideal","H","SI2",61.4,57,5141,6.66,6.6,4.07
"11980",1.08,"Ideal","I","SI1",62.6,54,5141,6.56,6.51,4.09
"11981",1.01,"Ideal","G","SI1",61.8,55,5141,6.46,6.43,3.98
"11982",1.06,"Premium","F","SI1",61,58,5142,6.6,6.65,4.04
"11983",1.06,"Premium","F","SI1",62.1,58,5142,6.5,6.52,4.04
"11984",1.06,"Very Good","F","SI1",61.2,57,5142,6.58,6.68,4.06
"11985",1.2,"Very Good","J","SI1",61.2,55,5142,6.84,6.88,4.2
"11986",1.07,"Very Good","H","SI1",59.2,61,5143,6.65,6.67,3.94
"11987",1.09,"Ideal","F","SI2",61.6,55,5143,6.59,6.65,4.08
"11988",1.03,"Ideal","G","SI1",60.3,58,5143,6.57,6.62,3.98
"11989",1.06,"Ideal","H","SI1",62.2,57,5143,6.56,6.49,4.06
"11990",1.01,"Fair","F","SI1",57.9,57,5144,6.53,6.57,3.79
"11991",0.91,"Very Good","E","VS2",61.1,58,5145,6.2,6.28,3.81
"11992",1.04,"Ideal","F","SI1",61.2,56,5145,6.54,6.6,4.02
"11993",1.14,"Ideal","H","SI1",61.6,57,5146,6.68,6.73,4.13
"11994",1.24,"Good","H","SI1",62,65,5146,6.88,6.84,4.25
"11995",1.01,"Ideal","D","SI1",62.4,54,5147,6.52,6.38,4.03
"11996",1.03,"Ideal","G","SI1",61.1,57,5147,6.54,6.58,4.01
"11997",1.13,"Very Good","E","SI2",63.4,59,5147,6.53,6.59,4.16
"11998",1.06,"Ideal","E","SI2",60.9,57,5147,6.58,6.62,4.02
"11999",1.01,"Good","D","SI1",63.9,60,5147,6.32,6.29,4.03
"12000",1.01,"Good","D","SI1",63.9,62,5147,6.31,6.25,4.01
"12001",1.01,"Good","D","SI1",63.9,61,5147,6.31,6.28,4.02
"12002",1.01,"Premium","H","VS1",61.6,57,5147,6.47,6.38,3.96
"12003",1.01,"Premium","D","SI1",59.8,54,5147,6.6,6.5,3.93
"12004",1.01,"Premium","D","SI1",59.2,61,5147,6.4,6.34,3.77
"12005",1.01,"Premium","D","SI1",58.1,61,5147,6.66,6.59,3.85
"12006",1.01,"Fair","D","SI1",64.4,61,5147,6.17,6.13,3.96
"12007",1,"Good","G","VS2",63.8,59,5148,6.26,6.34,4.02
"12008",0.9,"Very Good","G","VS1",61.5,56,5148,6.2,6.23,3.82
"12009",1.14,"Very Good","I","VS1",63.3,56,5148,6.68,6.6,4.2
"12010",1.14,"Premium","I","VS1",60.3,57,5148,6.83,6.81,4.11
"12011",1.13,"Ideal","I","SI1",61.9,57,5149,6.68,6.66,4.13
"12012",1.09,"Ideal","H","SI1",61.4,57,5149,6.66,6.6,4.07
"12013",1.09,"Premium","H","SI1",60.5,60,5149,6.72,6.67,4.05
"12014",1.09,"Ideal","H","SI1",62.3,57,5149,6.58,6.54,4.09
"12015",0.9,"Very Good","E","VS1",61.1,59,5151,6.14,6.2,3.77
"12016",0.83,"Ideal","E","VS1",62.2,56,5151,5.99,6.03,3.74
"12017",1.26,"Premium","I","SI2",60.1,59,5151,7,6.91,4.18
"12018",1,"Premium","F","SI1",59.8,59,5151,6.55,6.49,3.9
"12019",1,"Premium","F","SI1",61.8,58,5151,6.44,6.37,3.96
"12020",1.04,"Very Good","F","SI1",59.7,59,5152,6.67,6.56,3.95
"12021",1,"Premium","F","SI1",62.5,59,5152,6.39,6.34,3.98
"12022",1.06,"Premium","H","VS2",61.1,59,5152,6.58,6.51,4
"12023",1.15,"Ideal","J","VS1",61.5,55,5152,6.81,6.76,4.17
"12024",1.11,"Ideal","I","VS1",63,56,5152,6.61,6.57,4.15
"12025",1,"Premium","F","SI1",62.1,59,5152,6.39,6.36,3.96
"12026",1.11,"Premium","E","SI2",62.6,59,5152,6.71,6.65,4.18
"12027",1,"Premium","G","SI1",60.5,61,5152,6.51,6.45,3.92
"12028",1.27,"Ideal","I","SI2",62.1,56,5154,6.92,6.96,4.31
"12029",1.18,"Ideal","I","SI1",62.1,56,5154,6.79,6.77,4.21
"12030",0.73,"Ideal","F","VVS1",61.9,56,5154,5.75,5.79,3.57
"12031",0.34,"Ideal","G","VS2",62.2,55,596,4.47,4.5,2.79
"12032",0.4,"Good","I","SI1",63.9,57,596,4.66,4.7,2.99
"12033",0.34,"Ideal","G","VS2",61,57,596,4.48,4.5,2.74
"12034",0.34,"Premium","G","VS2",61.8,58,596,4.47,4.5,2.77
"12035",0.34,"Ideal","G","VS2",62.1,57,596,4.46,4.5,2.78
"12036",0.34,"Premium","G","VS2",61.6,60,596,4.47,4.49,2.76
"12037",0.34,"Ideal","G","VS2",62.7,55,596,4.48,4.49,2.81
"12038",0.4,"Very Good","I","SI1",59.8,57,596,4.8,4.83,2.88
"12039",0.34,"Very Good","E","SI1",62.9,55,596,4.47,4.5,2.82
"12040",0.34,"Premium","G","VS2",60.2,58,596,4.52,4.55,2.73
"12041",0.34,"Very Good","E","SI1",63,55,596,4.42,4.47,2.8
"12042",0.4,"Good","G","SI2",63.2,56,596,4.7,4.73,2.98
"12043",0.4,"Good","I","SI1",63.2,54,596,4.67,4.69,2.96
"12044",0.34,"Ideal","G","VS2",62.1,55,596,4.46,4.49,2.78
"12045",0.4,"Good","G","SI2",63.4,59,596,4.64,4.66,2.95
"12046",0.34,"Premium","H","VS1",62.2,58,596,4.43,4.48,2.77
"12047",0.34,"Good","E","SI1",63.3,56,596,4.41,4.44,2.8
"12048",0.34,"Very Good","E","SI1",59,60,596,4.56,4.62,2.71
"12049",0.34,"Ideal","G","VS2",62,54,596,4.47,4.5,2.78
"12050",0.4,"Ideal","I","SI1",61.6,56,596,4.68,4.74,2.9
"12051",0.34,"Good","I","VVS2",63.1,56,596,4.43,4.47,2.81
"12052",0.34,"Ideal","H","VS1",62.3,55,596,4.45,4.48,2.78
"12053",0.34,"Premium","H","VS1",62.1,58,596,4.46,4.49,2.78
"12054",0.34,"Premium","G","VS2",61.6,58,596,4.45,4.51,2.76
"12055",0.34,"Very Good","G","VS2",60.3,54,596,4.53,4.56,2.74
"12056",0.34,"Premium","I","VVS2",61.5,60,596,4.45,4.49,2.75
"12057",0.26,"Very Good","F","VVS2",60,59,597,4.11,4.15,2.48
"12058",0.26,"Very Good","F","VVS2",63.2,54,597,4.05,4.08,2.57
"12059",0.26,"Very Good","F","VVS2",59.9,59,597,4.12,4.2,2.49
"12060",0.26,"Very Good","E","VVS2",63,58,597,4.08,4.11,2.58
"12061",0.73,"Ideal","F","VVS1",61.4,56,5154,5.8,5.81,3.56
"12062",1.01,"Ideal","F","SI2",62.4,54,5154,6.41,6.44,4.01
"12063",1.01,"Ideal","F","SI2",61.7,56,5154,6.43,6.47,3.98
"12064",1.08,"Ideal","H","SI1",59.7,60,5154,6.71,6.69,4
"12065",1.04,"Premium","D","SI2",59.8,58,5154,6.61,6.56,3.94
"12066",1.04,"Premium","H","SI1",61.6,58,5154,6.53,6.48,4.01
"12067",1,"Premium","G","SI1",61.9,62,5154,6.22,6.18,3.84
"12068",1.2,"Premium","G","SI1",62.2,58,5154,6.8,6.7,4.2
"12069",1.08,"Very Good","H","VS2",62.2,57,5155,6.5,6.55,4.06
"12070",1.02,"Very Good","F","SI1",60.7,59,5155,6.49,6.55,3.96
"12071",0.94,"Ideal","D","SI2",62.2,56,5155,6.24,6.27,3.89
"12072",1.25,"Premium","J","VS1",60.9,59,5156,6.9,6.92,4.21
"12073",1.05,"Ideal","D","SI2",62.1,56,5156,6.48,6.54,4.04
"12074",1.37,"Premium","J","SI2",60.7,60,5156,7.19,7.07,4.33
"12075",1.62,"Premium","J","SI2",61.8,59,5157,7.48,7.44,4.61
"12076",1.01,"Ideal","H","SI1",61.8,54,5158,6.48,6.44,3.99
"12077",1.09,"Ideal","I","VS2",62,57,5158,6.64,6.58,4.1
"12078",1.23,"Ideal","J","SI2",62.4,58,5158,6.79,6.86,4.26
"12079",1.29,"Ideal","D","I1",61.3,56,5158,7.05,6.99,4.3
"12080",0.94,"Ideal","F","SI2",60.6,54,5159,6.39,6.34,3.86
"12081",1.06,"Ideal","D","SI2",62.3,55,5159,6.5,6.54,4.06
"12082",1.06,"Ideal","G","SI1",62,56,5159,6.52,6.55,4.05
"12083",1.22,"Very Good","J","VS2",60.8,56,5160,6.95,6.91,4.21
"12084",0.9,"Very Good","F","VS2",62.7,58,5160,6.12,6.19,3.86
"12085",0.9,"Ideal","F","VS2",62.3,57,5160,6.18,6.21,3.86
"12086",1,"Fair","G","VS2",64.5,58,5161,6.26,6.2,4.02
"12087",1.44,"Premium","E","I1",61.1,62,5161,7.23,7.15,4.39
"12088",1.05,"Premium","H","SI1",59.3,58,5161,6.65,6.61,3.93
"12089",1.28,"Premium","H","SI2",62.5,62,5161,6.89,6.84,4.3
"12090",1.23,"Ideal","F","SI2",61.9,56,5163,6.89,6.93,4.28
"12091",1.06,"Very Good","G","SI1",63.4,58,5163,6.44,6.47,4.09
"12092",1.17,"Very Good","E","SI2",62.5,59,5163,6.65,6.7,4.17
"12093",1.18,"Ideal","I","SI2",61.9,54,5163,6.77,6.84,4.21
"12094",1.04,"Ideal","E","SI2",61.6,55,5163,6.51,6.54,4.02
"12095",1.09,"Ideal","D","SI2",62.1,56,5164,6.56,6.59,4.08
"12096",1.09,"Premium","D","SI2",61.2,60,5164,6.6,6.64,4.05
"12097",1.08,"Ideal","F","SI2",61.3,55,5164,6.59,6.62,4.05
"12098",1.13,"Ideal","G","SI2",62.9,54,5164,6.72,6.67,4.21
"12099",1.16,"Premium","F","SI2",62.1,59,5164,6.76,6.71,4.18
"12100",1.16,"Premium","F","SI2",62.4,59,5164,6.72,6.64,4.17
"12101",1.01,"Very Good","I","VS1",61.7,59,5165,6.45,6.51,4
"12102",1.09,"Very Good","E","SI2",62.2,58,5165,6.54,6.61,4.09
"12103",1.13,"Ideal","I","VS2",62.2,55,5165,6.69,6.67,4.15
"12104",1.22,"Premium","I","SI2",62.9,56,5165,6.84,6.79,4.29
"12105",1.1,"Premium","D","SI1",60.4,59,5166,6.66,6.69,4.03
"12106",1.01,"Premium","H","VS2",59.1,58,5166,6.58,6.59,3.89
"12107",1.01,"Ideal","H","VS2",62.7,56,5166,6.35,6.4,4
"12108",1.01,"Good","H","VS2",63.1,59,5166,6.3,6.34,3.99
"12109",1.01,"Premium","H","VS2",61.6,59,5166,6.45,6.47,3.98
"12110",1.01,"Premium","H","VS2",61.6,59,5166,6.39,6.41,3.94
"12111",1.01,"Premium","H","VS2",61.3,59,5166,6.41,6.45,3.94
"12112",1.01,"Very Good","D","SI2",64,56,5166,6.3,6.38,4.06
"12113",1.01,"Ideal","G","SI1",62.2,55,5166,6.44,6.46,4.01
"12114",1.25,"Premium","J","SI1",62,58,5166,6.9,6.88,4.27
"12115",1.25,"Premium","I","SI2",60.5,58,5166,7,6.96,4.22
"12116",1.05,"Premium","H","VS2",62.3,57,5166,6.49,6.45,4.03
"12117",0.9,"Very Good","F","VS1",61.5,55,5167,6.25,6.28,3.85
"12118",1.07,"Ideal","I","VS2",60.6,59,5167,6.64,6.62,4.02
"12119",1.09,"Good","F","SI2",60.8,61.4,5167,6.59,6.64,4.02
"12120",0.91,"Premium","G","VVS2",61.8,58,5167,6.24,6.16,3.83
"12121",0.91,"Premium","D","VS2",62,58,5167,6.2,6.15,3.83
"12122",1.35,"Premium","G","SI2",60.5,60,5167,7.16,7.11,4.32
"12123",0.91,"Premium","E","VS1",61.9,59,5167,6.23,6.17,3.84
"12124",1.18,"Good","D","SI2",60.7,63,5168,6.77,6.81,4.12
"12125",1,"Very Good","D","VS2",63.4,59,5169,6.35,6.3,4.01
"12126",1.02,"Premium","G","SI1",61.7,58,5169,6.47,6.37,3.96
"12127",1.3,"Ideal","G","SI2",61.9,57,5169,7.01,6.95,4.32
"12128",1,"Premium","H","VS1",61.8,61,5169,6.4,6.31,3.93
"12129",1.25,"Premium","J","VS2",62,59,5170,6.87,6.9,4.27
"12130",1.57,"Ideal","H","I1",62.8,56,5170,7.42,7.36,4.64
"12131",0.93,"Ideal","H","VS1",61.8,57,5171,6.23,6.27,3.86
"12132",1.08,"Fair","H","VVS2",55.9,63,5171,6.9,6.8,3.83
"12133",1.08,"Premium","H","SI1",62.6,58,5171,6.56,6.53,4.1
"12134",1.02,"Premium","H","VS2",61.9,57,5171,6.5,6.4,3.99
"12135",1.16,"Ideal","G","SI2",61.6,55,5171,6.8,6.78,4.18
"12136",1.01,"Very Good","H","SI1",63,57,5172,6.34,6.36,4
"12137",1.08,"Ideal","I","VS2",61.9,57,5172,6.54,6.61,4.07
"12138",1.26,"Premium","J","VS2",62,60,5173,7,6.86,4.3
"12139",1.2,"Very Good","D","SI2",63.2,60,5174,6.65,6.54,4.17
"12140",1,"Very Good","E","SI1",63.5,61,5174,6.33,6.24,3.99
"12141",1.2,"Premium","H","SI2",62.4,61,5174,6.81,6.78,4.24
"12142",1.2,"Ideal","I","SI1",62.1,55,5174,6.83,6.79,4.23
"12143",1.01,"Very Good","F","SI1",62.7,57,5174,6.32,6.38,3.98
"12144",1.01,"Very Good","F","SI1",61,57,5174,6.44,6.54,3.96
"12145",1.2,"Ideal","I","SI1",62.2,56,5174,6.75,6.73,4.19
"12146",1.14,"Ideal","J","SI1",61.5,56,5174,6.7,6.74,4.13
"12147",1,"Good","E","SI1",63.7,60,5174,6.29,6.24,3.99
"12148",1,"Good","D","VS2",62.1,64,5174,6.38,6.35,3.95
"12149",1,"Premium","D","VS2",62.9,57,5174,6.37,6.32,3.99
"12150",1.2,"Premium","H","VVS2",60,60,5174,6.86,6.78,4.09
"12151",1,"Premium","E","SI1",61.1,60,5174,6.47,6.42,3.94
"12152",1.1,"Ideal","E","SI2",61.6,56,5174,6.64,6.61,4.08
"12153",1.1,"Premium","E","SI2",61.7,59,5174,6.64,6.59,4.08
"12154",1.23,"Ideal","I","SI2",62.1,56,5175,6.84,6.88,4.26
"12155",1.3,"Good","J","VS2",63.6,59,5175,6.87,6.9,4.38
"12156",1,"Very Good","E","SI1",63.1,59,5175,6.34,6.4,4.02
"12157",1.31,"Premium","E","SI2",61.2,60,5176,7.02,6.93,4.27
"12158",0.91,"Ideal","F","SI1",62,55,5176,6.21,6.24,3.86
"12159",1.3,"Premium","J","SI1",61.5,58,5176,7.02,6.97,4.3
"12160",1.08,"Ideal","D","SI2",59.1,60,5177,6.7,6.76,3.98
"12161",1.07,"Premium","G","VS2",59.8,58,5177,6.67,6.63,3.98
"12162",1.12,"Ideal","H","SI2",62.4,54,5178,6.65,6.68,4.16
"12163",1.11,"Fair","H","SI1",65.7,61,5178,6.42,6.39,4.21
"12164",1.13,"Very Good","H","SI2",62,58,5179,6.67,6.71,4.15
"12165",1.13,"Premium","E","SI1",60.8,58,5179,6.77,6.71,4.1
"12166",1.04,"Premium","H","SI1",60.7,58,5179,6.55,6.53,3.97
"12167",1.03,"Ideal","I","VS1",61.3,53,5181,6.54,6.57,4.01
"12168",1.23,"Ideal","J","SI1",61.3,54,5181,6.92,6.97,4.26
"12169",1.18,"Premium","E","SI2",62.5,60,5181,6.74,6.7,4.2
"12170",1.12,"Premium","G","SI1",59.5,62,5181,6.81,6.76,4.04
"12171",1.69,"Very Good","J","I1",60.2,61,5182,7.7,7.79,4.66
"12172",1.18,"Ideal","J","VS1",61.4,56,5182,6.79,6.82,4.18
"12173",1.18,"Ideal","J","VS1",61.7,56,5182,6.79,6.82,4.2
"12174",1.01,"Ideal","I","VS1",61.1,54,5182,6.46,6.48,3.95
"12175",1.18,"Ideal","H","SI2",61.2,57,5182,6.81,6.86,4.18
"12176",0.92,"Very Good","G","VVS2",62.3,57,5183,6.19,6.27,3.88
"12177",1.02,"Premium","E","SI1",62.6,58,5183,6.44,6.47,4.05
"12178",1.2,"Very Good","G","SI2",62.1,56,5183,6.79,6.87,4.24
"12179",1.02,"Premium","E","SI1",61.5,58,5183,6.46,6.51,3.99
"12180",1.02,"Good","E","SI1",63.2,61,5183,6.31,6.37,4.01
"12181",1.06,"Premium","G","SI1",62.7,56,5183,6.55,6.46,4.08
"12182",1.23,"Premium","H","SI1",62.1,58,5183,6.85,6.78,4.23
"12183",1.01,"Ideal","F","SI1",62,57,5184,6.38,6.42,3.97
"12184",1.21,"Premium","I","SI2",62.7,55,5184,6.84,6.79,4.27
